"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","GDP (current US$)","NY.GDP.MKTP.CD","21951472905.7683","22897686861.8653","23311084904.6969","25680699750.2399","28686249644.311","31805270075.2254","33969222899.079","37310104873.7448","41897056400.5637","46594338113.9912","52340685827.5425","59203404913.3117","67256893586.3658","82948300158.0316","127536402529.717","146512034375.343","180747740964.066","208782139666.985","224123730455.508","278630477033.722","338338373850.255","330377717262.531","369223568200.683","404172364784.849","422201894049.532","453639097759.673","487666576858.246","426964720173.306","414053622106.052","415824495351.473","561877076910.386","380581307726.01","390454378977.408","344284389247.258","361933969697.601","403354671308.578","446894233172.398","465770068822.278","475820335108.722","515243741248.183","577555414244.499","580413513039.634","564911705200.042","624719536900.607","739740964066.946","857124990344.532","996469245693.858","1209996477297.73","1466149480564.83","1418668447670.53","1626058953369.58","1906060807193.34","2052891275800.41","1930423514701.75","1919784977902.52","1780659355969.3","1849124741125.58","1878260539942.56","1877875348076.98","1834354275856.43","1667961526440.19","1939712222007.44","2160815136190.98","2094668147144.99","2203604227426.38","",
"Montenegro","MNE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","838288806.001293","854261160.714286","828950327.353261","984293043.811565","1159869245.92513","1284685050.52413","1707710053.14938","2073234417.68066","2257174480.78597","2717702923.09622","3677910895.15467","4540861725.50168","4142640316.75465","4136936189.28052","4507126949.08507","4071829462.26447","4422097762.7848","4579636601.80039","4010885990.83986","4357469330.46719","4803962015.62122","5433467174.79183","5483476883.4658","4723571497.76347","5823715809.63286","6251215144.13471","7644389159.84471","8270016670.86774","",
"Mongolia","MNG","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","2101394100","2310099100","2552401933.33333","2725736633.33333","2098734600","2186505475","2896178866.66667","3020611600","3204461566.66667","3576966800","2560785660","2379018326.31579","1317611863.84977","768401634.154573","925817092.217484","1452165005.2384","1345719472.35883","1180934202.83801","1124440204.84738","1057408588.68269","1136896123.61298","1267997934.3125","1396555719.97409","1595297355.78349","1992066808.09598","2523471601.10421","3414055661.61598","4234999703.90059","5623216608.04288","4583850367.88972","7189481998.90094","10409797377.8571","12292770631.565","12582122604.2577","12226514668.0622","11619892590.6941","11181350649.3573","11480847740.736","13178094720.4986","14206359017.5143","13312981429.0891","15286441737.6686","17146471713.748","20325121393.9074","23794540024.5132","",
"Northern Mariana Islands","MNP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1284000000","1239000000","1210000000","1061000000","990000000","938000000","939000000","795000000","799000000","729000000","746000000","772000000","832000000","910000000","1230000000","1560000000","1301000000","1179000000","866000000","914000000","1096000000","","","",
"Mozambique","MOZ","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3854856434.58062","2798696511.18156","2883161897.42651","2958108170.32061","3061646173.73938","4030146134.5706","4873663774.93019","5551118148.73836","6285219691.22462","5930685214.61595","5650154067.10346","5950769426.60213","6583526860.58062","7937255565.35765","8868504899.94673","9509835536.93373","10811456005.9405","12920340964.6544","12263894790.0125","11411894723.864","14619279988.716","16688114144.0745","17198073057.1981","17978246586.0662","16208985769.615","12069051237.1711","13264640645.7768","15017358952.8452","15512759046.672","14235420174.1884","16168055475.4449","18883528581.3734","20921079532.6094","22745341305.0622","",
"Mauritania","MRT","GDP (current US$)","NY.GDP.MKTP.CD","","159213430.204754","164271557.513473","168186297.281077","224495743.865038","255340474.997828","266533605.185831","282615310.216284","311395937.322956","295062308.474696","309405315.98667","335568907.051937","391669449.290746","493237876.273031","613010552.500776","703377837.452223","775045516.827791","799030017.057464","804629876.848091","951900945.252492","1047925105.54497","1105494681.63193","1108776652.78389","1165171263.34593","1074373230.36274","1009723326.32808","1186628778.4874","1344664724.68991","1414951290.06682","1450647019.18099","1506914407.82047","2133692696.74857","2164298425.48412","1847353211.3475","1944876755.00708","2091726101.43014","2132087009.28942","2071996564.05296","2032347664.94993","1985922775.53351","1779520886.47015","1746063557.61355","1777057481.26043","2051147606.73687","2362501023.24249","2936019525.60241","3919577285.92703","4346212355.02975","5206437193.80413","4714595547.75102","5628878797.98257","6764627745.9033","6728208836.22143","7223071097.08417","6592537781.81518","6166863896.68677","6398747592.13185","6800135898.28827","7473550557.07378","7894764885.82312","8260752385.23089","9222536364.01272","9557966698.25369","10726838461.3987","10908045686.8808","",
"Mauritius","MUS","GDP (current US$)","NY.GDP.MKTP.CD","162089563.829564","191757729.477729","197738207.858208","253839557.949558","218914569.184569","230024160.524161","227534083.454083","238439290.867222","206576630.576631","221553612.873613","224125805.005805","251437337.841491","318664899.637091","404285775.079719","669894029.624369","673311287.073382","713510051.522669","834722972.199873","1029040323.36704","1227446632.17561","1147027924.10804","1157769443.59463","1092923635.57767","1104956573.09802","1054564759.05328","1090611324.6814","1482601552.40192","1906174437.96762","2163252449.13108","2211312823.20576","2689212760.18576","2895354736.18332","3267677814.23984","3307302125.87528","3606050873.0139","4094741652.30048","4481489761.54368","4243755307.55239","4225813976.36359","4402193195.46945","4726108622.47661","4675755867.17657","4906494249.38255","5894873919.74797","6667418752.07307","6576108447.47531","7137710412.93687","8277442915.00168","10127777060.4113","9264513545.14108","10144716154.9356","11677718382.4259","11832323837.1071","12434596541.2996","13230490081.5656","12162211503.0793","12757680846.5663","13896938315.2799","14957535715.9696","14645235204.6176","11566111137.5568","11622048696.8129","12936444123.3037","14072212290.4596","14937861786.17","",
"Malawi","MWI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","1801156774.56852","1801193909.52073","1717379494.63245","1780148049.43635","1758028656.12928","1646442272.89094","1722586299.409","1721711808.48111","2008189508.37875","2314205129.58032","2737087861.62245","3206783830.41779","2618837835.02508","3013392657.99911","1719864761.30628","2033701497.97085","3319573749.6119","3875785863.38323","2547609590.06984","2584478924.06081","2537307580.32808","2498008664.6691","5087328437.8737","4669789300.35662","5058726350.48896","5320409651.47544","5818279739.14354","6451210219.11683","7743617352.21427","9009887946.82039","10128323010.6049","11648142958.3651","8773203178.16512","8031571927.62055","8801326169.14547","9219474379.31534","7909868618.46366","8943543793.5839","9879220354.29186","11051852712.6142","11769313597.8545","12378119199.0839","12429059928.102","13363669672.9405","11316411329.4619","",
"Malaysia","MYS","GDP (current US$)","NY.GDP.MKTP.CD","1916229477.13657","1901856122.72231","2001489602.18475","2510110348.16184","2674423922.48842","2956337669.29525","3143517943.82632","3188924677.08953","3330371551.21161","3664552041.34299","3864145667.41365","4244395955.78358","5043347250.41815","7662902677.9027","9496204301.74981","9298800799.46702","11050234598.6249","13139488632.5546","16358079862.1096","21213264962.0141","24488224677.2105","25004285791.7865","26804493635.3297","30347442110.9316","33942897422.0465","31199633352.9598","27734111399.7525","32181210157.9671","35272109220.1988","38847965292.9185","44024585239.6137","49143148094.2683","59167550162.956","66894966968.9736","74478356957.7808","88705342902.7113","100855393910.486","100005323301.867","72167498980.8398","79148421052.6316","93789736842.1053","92783947368.4211","100845526315.789","110202368421.053","124749473684.211","143534405818.501","162692258307.056","193549569477.733","230811614370.384","202257453036.641","255017638455.59","297951668674.835","314443047642.111","323276235524.415","338066095097.254","301355266964.947","301256033870.334","319109094160.343","358788845712.53","365177721021.516","337456163961.211","373784553029.978","407830525989.553","399949418752.657","422227005428.688","",
"North America","NAC","GDP (current US$)","NY.GDP.MKTP.CD","582624755153.847","603055003182.732","646056325348.93","682281489551.125","733740484526.022","796652272547.488","874400174025.376","925611758906.731","1012423833006.16","1097008083538.61","1161681557632.31","1264667554743.51","1392809248873.62","1557409843565.64","1706504788139.06","1859668757176.56","2081069912576.07","2294598176304.65","2571444342386.25","2871741324295.71","3132696865996.05","3515026742787.86","3659222307440.61","3976793677182.73","4395317100091.54","4706204512481.65","4959811337023.72","5289645738278.71","5747233127658.55","6210293493275.24","6560811991360.99","6772291612315.62","7116394258318.85","7439432921639.4","7869047506907.26","8247740840061.21","8706425384132.75","9235474283855.55","9699948950000","10312911118271.1","10999201631931.6","11324592049355.4","11693699517098","12356169212634.8","13248368139278.2","14217175927778.7","15140995757591","15949814312783.3","16329827601721.7","15859346076157.3","16672942337486.3","17399367444174.5","18088716899521.6","18696254170835","19362844040439.9","19769184098217.1","20230005494907.4","21133744509244.1","22265612481783","23132124767672.5","22723045707000.2","25344749345423.2","27803134368745.3","29474089705278.7","31003826557365","",
"Namibia","NAM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","2421990338.12083","2249908578.03115","2118710248.32937","2297400687.55049","1951260037.94542","1608237350.44365","1809048527.11034","2300068216.96898","2495094746.44024","2535135797.50766","2789921853.53112","2996869281.48364","3429521699.4026","3251188833.14533","3666503529.62911","3978514206.31168","3989163196.56767","4154989950.00393","3873109865.55683","3868551730.39163","3922232164.83175","3557341215.15159","3349169826.38896","4926439383.51425","6609205994.77406","7248374837.72056","8001779551.06323","8839536475.99963","8607431497.49471","8938847189.07592","11431412421.1316","12523359440.5499","13042053591.6857","12043307277.1235","12435430969.6301","11335161083.5061","10722018732.0936","12895153370.9132","13682019076.4022","12541928303.48","10583748541.5258","12402486183.6396","12569449123.3661","12408271449.2244","13372354511.716","",
"New Caledonia","NCL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","159594492.463655","164206536.445162","180036767.648861","215507162.56893","263108841.338416","358815684.071892","413985778.589656","506808996.694661","542293399.862618","637403478.492486","816652164.400241","798313521.689803","837620126.558528","846004687.758093","1047225723.57386","1182463951.21814","972564154.815131","904599869.725833","823857893.163123","796066194.738573","854820893.577136","1201321513.76667","1488093101.50275","2072775508.14796","2185082938.93078","2529440424.16648","2653780672.09555","2923883281.08579","2822243780.97543","3038728384.86634","3628440505.14193","3606968435.99917","3291131281.04099","3556304832.68104","3647802049.80911","3420032041.07385","3297734891.14661","3740056747.71979","4915353827.10576","5895008977.9531","6238629487.01331","6979155387.86792","8819917180.34265","9067619760.07073","8704438102.20142","9364350076.91225","10351448004.7674","9659151917.40484","10151382933.1594","10635035594.7528","8738203074.3957","8724568954.89799","9174048681.98577","9896402283.68587","9475655324.59495","9454629467.91408","10071349663.8484","9623318718.31459","9769167530.35744","8548919387.12607","",
